Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species_name,Type,Virus_name,Virus name abbreviation(s),Virus isolate designation,GENBANK accession,Genome coverage,Genome composition,Host source
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Saphexavirus,,Saphexavirus VD13,Species,Enterococcus phage VD13,,,KJ094032,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sargevirus,,Sargevirus sarge,Species,Arthrobacter phage Sarge,,,OK040780,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sarumanvirus,,Sarumanvirus bcepsaruman,Species,Burkholderia phage BcepSaruman,,,MK552140,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sarumanvirus,,Sarumanvirus bcepsauron,Species,Burkholderia phage BcepSauron,,,MK552141,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sasdunavirus,,Sasdunavirus SASD1,Species,Streptomyces phage phiSASD1,,,GQ379227,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sashavirus,,Sashavirus sasha,Species,Salmonella phage vB_SenS_Sasha,,,KX987158,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sasquatchvirus,,Sasquatchvirus Y3,Species,Erwinia phage vB_EamM_Y3,,,KY984068,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sasvirus,,Sasvirus BFK20,Species,Corynebacterium phage BFK20,,,AJ278322,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Saundersvirus,,Saundersvirus Tp84,Species,Geobacillus phage TP-84,,,KY565347,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sawaravirus,,Sawaravirus WGPS2,Species,Stx2-converting phage Stx2a_WGPS2,,,AP012537,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Scappvirus,,Scappvirus scapp,Species,Serratia phage Scapp,,,MH553517,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Scapunavirus,,Scapunavirus scap1,Species,Streptomyces phage Scap1,,,MF975637,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Schmidvirus,,Schmidvirus KHP30,Species,Helicobacter phage KHP30,,,AB647160,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Schmidvirus,,Schmidvirus KHP40,Species,Helicobacter phage KHP40,,,AB731695,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Schmidvirus,,Schmidvirus sv1961P,Species,Helicobacter phage 1961P,,,JQ617284,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Schmittlotzvirus,,Schmittlotzvirus sv771,Species,Agrobacterium phage 7-7-1,,,JQ312117,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Schnabeltiervirus,,Schnabeltiervirus schnabeltier,Species,Gordonia phage Schnabeltier,,,KU963252,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Schubertvirus,,Schubertvirus schubert,Species,Microbacterium phage Schubert,,,MK308637,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Seahorsevirus,,Seahorsevirus seahorse,Species,Vibrio phage Seahorse,,,MN512538,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Seamegvirus,,Seamegvirus seahorse,Species,Arthrobacter phage Seahorse,,,MH910041,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Segzyvirus,,Segzyvirus LPSTLL,Species,Salmonella phage LPSTLL,,,MN737551,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Segzyvirus,,Segzyvirus segz1,Species,Salmonella phage Segz_1,,,MH791402,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sendosyvirus,,Sendosyvirus APSE1,Species,Hamiltonella phage APSE-1,,,AF157835,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sendosyvirus,,Sendosyvirus APSE2,Species,Bacteriophage APSE-2,,,EU794049,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Seongbukvirus,,Seongbukvirus MH1,Species,Leuconostoc phage phiMH1,,,HM596271,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Serwervirus,,Serwervirus 201phi21,Species,Pseudomonas phage 201phi2-1,,,EU197055,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Seussvirus,,Seussvirus seuss,Species,Caulobacter phage Seuss,,,KT001914,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sextaecvirus,,Sextaecvirus SEP9,Species,Staphylococcus phage vB_SepS_SEP9,,,KF929199,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sextaecvirus,,Sextaecvirus sextaec,Species,Staphylococcus phage 6ec,,,KJ804259,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sfunavirus,,Sfunavirus SF1,Species,Streptomyces phage SF1,,,KT221033,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Shandongvirus,,Shandongvirus H101,Species,Pseudoalteromonas phage H101,,,KR534323,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sheenvirus,,Sheenvirus Sheen,Species,Mycobacterium phage Sheen,,,KP273225,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sherbrookevirus,,Sherbrookevirus CD4811,Species,Clostridium phage phiCD481-1,,,LN681538,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sherbrookevirus,,Sherbrookevirus CD506,Species,Clostridium phage phiCD506,,,LN681540,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sherbrookevirus,,Sherbrookevirus CDHM11,Species,Clostridium phage phiCDHM11,,,HG798901,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sherbrookevirus,,Sherbrookevirus CDHM13,Species,Clostridium phage phiCDHM13,,,HG796225,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sherbrookevirus,,Sherbrookevirus CDHM14,Species,Clostridium phage phiCDHM14,,,LK985321,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sherbrookevirus,,Sherbrookevirus MMP04,Species,Clostridium phage phiMMP04,,,JX145342,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Shirahamavirus,,Shirahamavirus PTm1,Species,Tenacibaculum phage PTm1,,,AP019524,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Shoyavirus,,Shoyavirus shoya,Species,Arthrobacter phage Shoya,,,MN908684,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Shuimuvirus,,Shuimuvirus IME207,Species,Salmonella phage IME207,,,KX523699,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Siatvirus,,Siatvirus Lz245,Species,Klebsiella phage KpLz-2_45,,,MN871446,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sidiousvirus,,Sidiousvirus sidious,Species,Gordonia phage Sidious,,,MK967384,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Siftrevirus,,Siftrevirus SF3,Species,Streptomyces phage SF3,,,KT221034,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Silentrexvirus,,Silentrexvirus silentrx,Species,Arthrobacter phage SilentRX,,,MW862992,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sixamavirus,,Sixamavirus sixama,Species,Gordonia phage Sixama,,,MN484601,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skarprettervirus,,Skarprettervirus skarpretter,Species,Escherichia phage Skarpretter,,,MK105855,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus BS5,Species,Salmonella phage VB_StyS_BS5,,,MN692673,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus KFSSE2,Species,Salmonella virus KFS-SE2,,,MK112901,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus LPST10,Species,Salmonella phage LPST10,,,KY860935,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus SeSz2,Species,Salmonella phage SeSz-2,,,MH791412,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus Seszw1,Species,Salmonella phage Seszw_1,,,MH791410,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus skate,Species,Salmonella phage Skate,,,MH321493,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skatevirus,,Skatevirus VSt472,Species,Salmonella virus VSt472,,,MH424446,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skogvirus,,Skogvirus Skog,Species,Gordonia phage Skog,,,MN908687,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skulduggeryvirus,,Skulduggeryvirus skulduggery,Species,Pseudomonas phage Skulduggery,,,MF042361,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus A16,Species,Lactococcus phage 936 group phage PhiA.16,,,KP793102,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus ASCC191,Species,Lactococcus phage ASCC191,,,JQ740787,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus ASCC273,Species,Lactococcus phage ASCC273,,,JQ740788,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus ASCC281,Species,Lactococcus phage ASCC281,,,JQ740789,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus ASCC465,Species,Lactococcus phage ASCC465,,,JQ740804,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus ASCC532,Species,Lactococcus phage ASCC532,,,JQ740813,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus B1127,Species,Lactococcus phage 936 group phage PhiB1127,,,KP793104,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus bibb29,Species,Lactococcus phage bIBB29,,,EU221285,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus bIBB5g1,Species,Lactococcus phage vB_Llc_bIBB5g1,,,MG253647,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus bIBBF12,Species,Lactococcus phage vB_Llc_bIBBF12,,,MG253652,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus bIL170,Species,Lactococcus phage bIL170,,,AF009630,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus caseusJM1,Species,Lactococcus phage CaseusJM1,,,KC522412,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CB13,Species,Lactococcus phage CB13,,,FJ848882,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CB14,Species,Lactococcus phage CB14,,,FJ848883,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CB19,Species,Lactococcus phage CB19,,,FJ848884,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC129,Species,Lactococcus phage CHPC129,,,MN689514,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC361,Species,Lactococcus phage CHPC361,,,MN689517,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC362,Species,Lactococcus phage CHPC362,,,MN689518,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC52,Species,Lactococcus phage CHPC52,,,MN689519,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC781,Species,Lactococcus phage CHPC781,,,MN689520,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC958,Species,Lactococcus phage CHPC958,,,MN689522,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC959,Species,Lactococcus phage CHPC959,,,MN689523,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC964,Species,Lactococcus phage CHPC964,,,MN689524,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus CHPC965,Species,Lactococcus phage CHPC965,,,MN689525,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus E1127,Species,Lactococcus phage 936 group phage PhiE1127,,,KP793131,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus F0139,Species,Lactococcus phage 936 group phage PhiF0139,,,KP793118,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus fd13,Species,Lactococcus phage fd13,,,KC182545,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus i0139,Species,Lactococcus phage i0139,,,KX379665,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus JF1,Species,Lactococcus phage 936 group phage PhiJF1,,,KP793129,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus jm2,Species,Lactococcus phage jm2,,,KC182546,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus jm3,Species,Lactococcus phage jm3,,,KC182547,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus L18,Species,Lactococcus phage 936 group phage PhiL.18,,,KP793120,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus L6,Species,Lactococcus phage 936 group phage PhiL.6,,,KP793122,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus Lj,Species,Lactococcus phage 936 group phage PhiLj,,,KP793133,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP0209,Species,Lactococcus phage LP0209,,,MF775693,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP0903,Species,Lactococcus phage LP0903,,,MF775698,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP1502a,Species,Lactococcus phage LP1502a,,,MF775703,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP8511,Species,Lactococcus phage LP8511,,,MF775669,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP9207,Species,Lactococcus phage LP9207,,,MF775676,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP9404,Species,Lactococcus phage LP9404,,,MF775678,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP9609,Species,Lactococcus phage LP9609,,,MF775682,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP9903,Species,Lactococcus phage LP9903,,,MF775685,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus LP9908,Species,Lactococcus phage LP9908,,,MF775686,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus M1127,Species,Lactococcus phage 936 group phage PhiM1127,,,KP793132,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus MP1,Species,Lactococcus phage MP1,,,MG779474,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus MV10L,Species,Lactococcus phage MV10L,,,MK301440,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus P008,Species,Lactococcus phage P008,,,DQ054536,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus P1532,Species,Lactococcus phage P1532,,,MN552148,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus p272,Species,Lactococcus lactis phage p272,,,KC182549,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus P4565,Species,Lactococcus phage P4565,,,MN552150,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus P475,Species,Lactococcus lactis phage P475,,,KC182550,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus P656,Species,Lactococcus phage P656,,,MN552149,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus P680,Species,Lactococcus phage P680,,,KC182551,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus R31,Species,Lactococcus phage R31,,,KY554761,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus S0139,Species,Lactococcus phage 936 group phage PhiS0139,,,KP793134,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sk1,Species,Lactococcus phage sk1,,,AF011378,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus Sl4,Species,Lactococcus phage SL4,,,FJ848881,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv05601,Species,Lactococcus phage 05601,,,MF448554,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv109,Species,Lactococcus phage 936 group phage Phi109,,,KP793121,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv10W18,Species,Lactococcus phage 10W18,,,KX379664,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv13W11L,Species,Lactococcus phage 13W11L,,,KX379671,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv145,Species,Lactococcus phage phi145,,,KM091444,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv15,Species,Lactococcus phage phi15,,,KM091442,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv155,Species,Lactococcus phage 936 group phage Phi155,,,KP793130,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv16802,Species,Lactococcus phage 16802,,,MF448555,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv16W23,Species,Lactococcus phage 16W23,,,KX346249,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv193,Species,Lactococcus phage 936 group phage Phi19.3,,,KP793105,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv30804,Species,Lactococcus phage 30804,,,MF448556,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv340,Species,Lactococcus phage 340,,,KC182542,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv37201,Species,Lactococcus phage 37201,,,MF448557,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv38503,Species,Lactococcus phage 38503,,,MF448558,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv38507,Species,Lactococcus phage 38507,,,MF448559,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv3R16S,Species,Lactococcus phage 3R16S,,,KX379666,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv42,Species,Lactococcus phage 936 group phage Phi4.2,,,KP793123,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv44,Species,Lactococcus phage 936 group phage Phi44,,,KP793124,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv512,Species,Lactococcus phage 936 group phage Phi5.12,,,KP793108,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv51701,Species,Lactococcus phage 51701,,,MF448560,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv56003,Species,Lactococcus phage 56003,,,MF448561,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv56301,Species,Lactococcus phage 56301,,,MF448562,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv57001,Species,Lactococcus phage 57001,,,MF448563,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv62601,Species,Lactococcus phage 62601,,,MF448564,CG,dsDNA,bacteria
