Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species_name,Type,Virus_name,Virus name abbreviation(s),Virus isolate designation,GENBANK accession,Genome coverage,Genome composition,Host source
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv62605,Species,Lactococcus phage 62605,,,MF448565,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv63302,Species,Lactococcus phage 63302,,,MF448566,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv66901,Species,Lactococcus phage 66901,,,MF448567,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv7,Species,Lactococcus phage phi7,,,KC182552,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv712,Species,Lactococcus phage 712,,,DQ227763,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv79201,Species,Lactococcus phage 79201,,,MF448568,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv88605,Species,Lactococcus phage 88605,,,MF448569,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv8V08,Species,Lactococcus phage 8V08,,,MK301438,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv91127,Species,Lactococcus phage 936 group phage Phi91127,,,KP793125,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv936,Species,Lactococcus phage 936,,,KC182544,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv96401,Species,Lactococcus phage 96401,,,MF448570,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv96403,Species,Lactococcus phage 96403,,,MF448571,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Skunavirus,,Skunavirus sv96603,Species,Lactococcus phage 96603,,,MF448572,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Slashvirus,,Slashvirus slash,Species,Bacillus phage Slash,,,KF669661,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Slashvirus,,Slashvirus stahl,Species,Bacillus phage Stahl,,,KP696447,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Slashvirus,,Slashvirus staley,Species,Bacillus phage Staley,,,KF669663,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Slashvirus,,Slashvirus stills,Species,Bacillus phage Stills,,,KP696448,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sleepyheadvirus,,Sleepyheadvirus sleepyhead,Species,Rhodococcus phage Sleepyhead,,,MK967380,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Smoothievirus,,Smoothievirus bachita,Species,Gordonia phage Bachita,,,KU998247,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Smoothievirus,,Smoothievirus clubL,Species,Gordonia phage ClubL,,,KU998246,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Smoothievirus,,Smoothievirus smoothie,Species,Gordonia phage Smoothie,,,KU998244,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Snuvirus,,Snuvirus SNUABM7,Species,Erwinia phage pEa_SNUABM_7,,,MZ475896,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sonalivirus,,Sonalivirus sonali,Species,Arthrobacter phage Sonali,,,MK411746,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sortsnevirus,,Sortsnevirus IME279,Species,Klebsiella phage vB_KpnS_IME279,,,MF614100,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sortsnevirus,,Sortsnevirus sortsne,Species,Escherichia phage Sortsne,,,MK651787,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Soupsvirus,,Soupsvirus soups,Species,Gordonia phage Soups,,,KU998249,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Soupsvirus,,Soupsvirus strosahl,Species,Gordonia phage Strosahl,,,KX557284,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Soupsvirus,,Soupsvirus wait,Species,Gordonia phage Wait,,,MH001454,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sourvirus,,Sourvirus sour,Species,Gordonia phage Sour,,,MH153810,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sozzivirus,,Sozzivirus S11,Species,Oenococcus phage phiS11,,,KF183314,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sozzivirus,,Sozzivirus S13,Species,Oenococcus phage phiS13,,,KF183315,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sozzivirus,,Sozzivirus sv9805,Species,Oenococcus phage phi9805,,,KF147927,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sparkyvirus,,Sparkyvirus sparky,Species,Mycobacterium phage Sparky,,,KM083128,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Spbetavirus,,Spbetavirus SPbeta,Species,Bacillus phage SPBc2,,,AF020713,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Spizizenvirus,,Spizizenvirus sv105,Species,Bacillus phage phi105,,,HM072038,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Squashvirus,,Squashvirus hyperion,Species,Microbacterium phage Hyperion,,,MH153803,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Squashvirus,,Squashvirus squash,Species,Microbacterium phage Squash,,,MH153813,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Stanholtvirus,,Stanholtvirus E125,Species,Burkholderia phage phiE125,,,AF447491,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Stanholtvirus,,Stanholtvirus sv1026b,Species,Burkholderia phage phi1026b,,,AY453853,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Stanholtvirus,,Stanholtvirus sv6442,Species,Burkholderia phage phi644-2,,,CP000625,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Steinhofvirus,,Steinhofvirus JWX,Species,Achromobacter phage JWX,,,KP202969,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Steinhofvirus,,Steinhofvirus sv8324,Species,Achromobacter phage 83-24,,,KP202970,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Stonewallvirus,,Stonewallvirus A25,Species,Streptococcus phage A25,,,KT388093,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Stormageddonvirus,,Stormageddonvirus Stormageddon,Species,Gordonia phage Stormageddon,,,MN586040,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sukhumvitvirus,,Sukhumvitvirus T25,Species,Lactobacillus phage T25,,,AP018361,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Svunavirus,,Svunavirus GBSV1,Species,Geobacillus phage GBSV1,,,DQ340064,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Svunavirus,,Svunavirus sv1,Species,Bacillus phage 1,,,DQ840344,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Swiduovirus,,Swiduovirus swi2,Species,Escherichia phage vB_EcoS_swi2,,,MT768060,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Syrbvirus,,Syrbvirus R1,Species,Microbacterium phage vB_MoxS-R1,,,MW073100,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tabernariusvirus,,Tabernariusvirus tabernarius,Species,Pseudomonas phage tabernarius,,,MG018926,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tandoganvirus,,Tandoganvirus A403,Species,Anoxybacillus phage A403,,,MG969427,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tankvirus,,Tankvirus tank,Species,Arthrobacter phage Tank,,,KU160669,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tantvirus,,Tantvirus tant,Species,vB_FspS_tant8-1,,,MN812239,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Taranisvirus,,Taranisvirus taranis,Species,Faecalibacterium phage FP_Taranis,,,MG711467,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tepukevirus,,Tepukevirus Psa21,Species,Pseudomonas phage Psa21,,,MK552327,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Terapinvirus,,Terapinvirus suzy,Species,Gordonia phage Suzy,,,MH271313,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Terapinvirus,,Terapinvirus terapin,Species,Gordonia phage Terapin,,,KX557285,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus AM6,Species,Lactococcus phage AM6,,,KY554766,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus LW31,Species,Lactococcus phage LW31,,,KY554762,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus P087,Species,Lactococcus phage P087,,,FJ429185,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus P596,Species,Lactococcus phage P596,,,MN528768,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Teubervirus,,Teubervirus Q1,Species,Lactococcus phage phiQ1,,,AP019527,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Thornevirus,,Thornevirus SP15,Species,Bacillus phage SP-15,,,KT624200,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tieomvirus,,Tieomvirus BT1011,Species,Vibrio phage vB_VpP_BT-1011,,,MW009675,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tigunavirus,,Tigunavirus TG1,Species,Streptomyces phage TG1,,,JX182372,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tijeunavirus,,Tijeunavirus TJE1,Species,Tetrasphaera phage TJE1,,,HQ225832,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Timshelvirus,,Timshelvirus droogsarmy,Species,Mycobacterium phage DroogsArmy,,,MT553337,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Timshelvirus,,Timshelvirus HINdeR,Species,Mycobacterium phage HINdeR,,,KC661275,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Timshelvirus,,Timshelvirus SWU2,Species,Mycobacterium phage SWU2,,,MG793454,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Timshelvirus,,Timshelvirus timshel,Species,Mycobacterium phage Timshel,,,JF957060,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tinduovirus,,Tinduovirus TIN2,Species,Tsukamurella phage TIN2,,,KR011062,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Tinduovirus,,Tinduovirus TIN3,Species,Tsukamurella phage TIN3,,,KR011063,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Titanvirus,,Titanvirus rcspartan,Species,Rhodobacter phage RcSpartan,,,KR935215,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Titanvirus,,Titanvirus rctitan,Species,Rhodobacter phage RcTitan,,,KR935213,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Toutatisvirus,,Toutatisvirus toutatis,Species,Faecalibacterium phage FP_Toutatis,,,MG711466,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus fPfSau02,Species,Staphylococcus phage vB_SauS_fPfSau02,,,MK348510,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus IPLA35,Species,Staphylococcus phage phiSauS-IPLA35,,,EU861005,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus JS02,Species,Staphylococcus phage vB_SauS_JS02,,,LC541428,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus LH1,Species,Staphylococcus phage LH1,,,JX174275,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus P240,Species,Staphylococcus phage P240,,,KY056620,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus R1988,Species,Staphylococcus phage YMC/09/04/R1988,,,KF598856,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus SA137ruMSSAST121PVL,Species,Staphylococcus phage SA137ruMSSAST121PVL,,,MH384261,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus SAP11,Species,Staphylococcus phage SAP11,,,MK801681,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus SLT,Species,Staphylococcus phage phiSLT,,,AB045978,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus st1,Species,Staphylococcus phage phiSa2wa_st1,,,MF580410,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus st121mssa,Species,Staphylococcus phage phiSa2wa_st121mssa,,,MG029518,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus st30,Species,Staphylococcus phage phiSa2wa_st30,,,MG029511,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus st5,Species,Staphylococcus phage phiSa2wa_st5,,,MG029509,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus st78,Species,Staphylococcus phage phiSa2wa_st78,,,MG029514,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus StauST3982,Species,Staphylococcus phage StauST398-2,,,JQ957932,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus tp3102,Species,Staphylococcus phage tp310-2,,,EF462198,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus tv12,Species,Staphylococcus phage phi 12,,,AF424782,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus tv15644,Species,Staphylococcus phage SH-St 15644,,,MG770897,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus tv2,Species,Staphylococcus phage vB_SauS_phi2,,,KT186243,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus tv2958PVL,Species,Staphylococcus phage phi2958PVL,,,AP009363,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus tv3a,Species,Staphylococcus phage 3A,,,AY954956,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus tv42e,Species,Staphylococcus phage 42e,,,AY954955,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triavirus,,Triavirus tv47,Species,Staphylococcus phage 47,,,AY954957,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Trigintaduovirus,,Trigintaduovirus 32HC,Species,Mycobacterium phage 32HC,,,KJ028219,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Trigintaduovirus,,Trigintaduovirus rem711,Species,Mycobacterium phage Rem711,,,MG770216,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Trinavirus,,Trinavirus trina,Species,Rhodococcus phage Trina,,,MF668286,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Trinevirus,,Trinevirus trine,Species,Gordonia phage Trine,,,MH271318,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Triplejayvirus,,Triplejayvirus tripleJ,Species,Arthrobacter phage TripleJ,,,MN234178,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus anselm,Species,Mycobacterium phage Anselm,,,MF919490,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus benvolio,Species,Mycobacterium phage Benvolio,,,MK919472,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus bugsy,Species,Mycobacterium phage Bugsy,,,MN585998,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus centaur,Species,Mycobacterium phage Centaur,,,MK061408,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus evilgenius,Species,Mycobacterium phage EvilGenius,,,KU985093,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus fameo,Species,Mycobacterium phage Fameo,,,MH051252,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus georgie2,Species,Mycobacterium phage Georgie2,,,MT498066,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus heffalump,Species,Mycobacterium phage Heffalump,,,KY965065,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus joshkayV,Species,Mycobacterium phage JoshKayV,,,MF472896,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus larenn,Species,Mycobacterium phage Larenn,,,KM677210,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus malec,Species,Mycobacterium phage Malec,,,MK284522,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus piro94,Species,Mycobacterium phage Piro94,,,KM197169,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Turbidovirus,,Turbidovirus turbido,Species,Mycobacterium phage Turbido,,,JN408460,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Typhavirus,,Typhavirus typha,Species,Mycobacterium phage Typha,,,MK494099,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus epsilon15,Species,Salmonella phage Epsilon15,,,AY150271,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus phiV10,Species,Escherichia phage phiV10,,,DQ126339,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus SPN1S,Species,Salmonella phage SPN1S,,,JN391180,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uwajimavirus,,Uwajimavirus PLgW1,Species,Lactococcus phage PLgW-1,,,KY888143,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vashvirus,,Vashvirus lilbooboo,Species,Streptomyces phage Lilbooboo,,,MK450431,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vashvirus,,Vashvirus vash,Species,Streptomyces phage Vash,,,MK450421,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vedamuthuvirus,,Vedamuthuvirus BM13,Species,Lactococcus phage BM13,,,JX567312,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vedamuthuvirus,,Vedamuthuvirus P1045,Species,Lactococcus phage P1045,,,MN552144,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vedamuthuvirus,,Vedamuthuvirus Q33,Species,Lactococcus phage Q33,,,JX564242,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vedamuthuvirus,,Vedamuthuvirus vv50902,Species,Lactococcus phage 50902,,,KX160206,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vedamuthuvirus,,Vedamuthuvirus vv62503,Species,Lactococcus phage 62503,,,KX160211,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veewebvirus,,Veewebvirus vwb,Species,Streptomyces phage VWB,,,AY320035,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus babyboy,Species,Mycobacterium phage BabyRay,,,KX683423,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus BTCU1,Species,Mycobacterium phage BTCU-1,,,KC172839,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus heldan,Species,Mycobacterium phage HelDan,,,JF957058,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus MA5,Species,Mycobacterium phage MA5,,,MT310879,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus phantastic,Species,Mycobacterium phage Phantastic,,,KJ510415,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus pistachio,Species,Mycobacterium phage Pistachio,,,MH047633,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus rockstar,Species,Mycobacterium phage Rockstar,,,JF704111,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Veracruzvirus,,Veracruzvirus veracruz,Species,Mycobacterium phage Veracruz,,,MK524496,CG,dsDNA,bacteria
Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vhmlvirus,,Vhmlvirus mar,Species,Vibrio phage vB_VpaM_MAR,,,JX556417,CG,dsDNA,bacteria
